21.6,0.284472297,609.5997864,22017.0038,1.407011303,0.425549083,0.808258933,2.005763673,1
21.3,0.326617897,425.8692942,65210.34609,1.107775954,0.351674305,0.718199616,1.497352293,0
20.3,0.517654482,643.5802281,27326.56018,1.458823814,0.348248262,0.950790957,1.966856672,1
27.4,0.019680675,514.0821404,40225.94819,1.25590289,0.216578308,0.983901567,1.527904212,0
21.6,0.284472297,495.5978209,35426.99179,1.225614737,0.210447943,0.967686636,1.483542837,1
19.6,0.714562102,556.1605558,38911.83825,1.32353218,0.563441073,0.577799788,2.069264572,0
19.6,0.714562102,556.1605445,38911.82972,1.323532162,0.56344111,0.577799731,2.069264593,0
19.2,0.859092601,502.8087579,87918.78238,1.237474536,0.449762796,0.680904529,1.794044544,0
17.8,1.636967205,447.8370128,62545.62181,1.145550849,0.23817901,0.872704682,1.418397017,0
21.5,0.297879063,299.5351607,46438.595,0.876125367,0.551388807,0.393039646,1.359211087,1
22.4,0.196806745,268.186165,80716.91873,0.813876725,0.475819477,0.426618327,1.201135123,0
25.8,0.041118757,504.8303955,62188.60127,1.240789318,0.204840678,0.986625193,1.494953443,0
25,0.059434687,327.7076361,43626.63583,0.930233744,0.326860712,0.62617688,1.234290608,0
19.1,0.899580388,555.777122,38987.73464,1.322923788,0.149357963,1.125334586,1.52051299,0
18.8,1.032856481,1019.756809,142579.1805,1.982738584,0.861093331,0.275415613,3.690061555,0
25.2,0.054205079,279.9754763,90760.6389,0.837557008,0.441694355,0.467612806,1.207501211,0
20,0.594346868,1000.849507,11120.41414,1.95815426,0.37754936,1.218854372,2.697454147,0
21,0.375007522,315.9585012,72069.27097,0.907864593,0.452792293,0.496790502,1.318938684,0
22.3,0.206081961,460.1894558,30694.75504,1.166519916,0.25973232,0.863536992,1.469502839,0
22.7,0.171411509,319.0255592,28510.28656,0.913730316,0.151415852,0.775377062,1.052083571,0
26.1,0.03581294,332.424644,16759.72294,0.939138959,0.171432883,0.77813966,1.100138258,0
20.6,0.450858206,1016.466481,7791.742256,1.978471309,0.407470352,1.172302908,2.78463971,0
21.7,0.271668934,315.3683408,102308.2353,0.906733743,0.868418907,0.119309016,1.694158469,1
23.9,0.098637028,577.9754044,37985.47118,1.357919278,0.398820008,0.8163539,1.899484655,0
23.9,0.098637028,333.0550193,63233.66755,0.94032584,0.397381006,0.566658212,1.313993469,0
21.3,0.326617897,470.5679774,69203.39565,1.183993437,0.249424883,0.888676013,1.479310862,1
26.989,0.02378154,384.2473032,25790.93301,1.034367661,0.317906126,0.705535845,1.363199477,0
19.3,0.820427065,473.8907827,48874.68952,1.189560559,0.190284255,0.963205914,1.415915205,1
22.6,0.179489885,501.2634018,41293.07296,1.234937694,0.428252611,0.706072403,1.763802986,0
23.8,0.103285648,243.4240059,42950.31311,0.762974434,0.386458786,0.468116261,1.057832607,0
28.6,0.011325046,465.9228969,35546.91538,1.176188921,0.229959584,0.905713006,1.446664836,0
21.2,0.342010925,632.7522952,57379.34578,1.442414905,0.437398953,0.811504136,2.073325675,0
22.8,0.163696721,294.028997,42265.48854,0.865355365,0.51390657,0.420643557,1.310067172,0
23.8,0.103285648,243.4139883,42950.20292,0.762953501,0.386445067,0.468113884,1.057793118,0
23.6,0.113250461,412.833952,13816.86035,1.08505392,0.1755281,0.894596466,1.275511373,0
19.8,0.651688382,386.8704957,52742.18585,1.039069958,0.659670171,0.353626501,1.724513416,1
21.7,0.271668934,540.5901588,27053.55128,1.298712854,0.180694935,1.064042019,1.533383689,0
20.1,0.567596853,402.9863441,51778.15627,1.067729565,0.608529113,0.41798504,1.717474091,0
19.9,0.622357573,495.2579003,59537.69736,1.225054256,0.200158668,0.979849028,1.470259485,1
27.4,0.019680675,450.2267561,26420.907,1.149622484,0.221635471,0.894825363,1.404419606,0
23.9,0.098637028,610.454233,38158.53734,1.408325756,0.225484982,1.090769447,1.725882064,0
26.9,0.024776501,282.0210087,82168.66311,0.841631581,0.29973327,0.589366594,1.093896567,0
21.424,0.30848921,501.8568085,73347.20038,1.235912133,0.147884621,1.053139736,1.41868453,0
17.3,2.060819612,1243.602788,82657.25977,2.263196034,0.776643889,0.505498665,4.020893403,0
26.5,0.029787906,359.0658068,27059.26388,0.988667858,0.013948498,0.974877427,1.002458289,0
18.8,1.032856481,1233.214308,77525.04416,2.250574629,0.44459978,1.249969645,3.251179614,0
28.15,0.013932851,383.6026381,48932.03858,1.033210408,0.145894028,0.882471179,1.183949636,0
20.8,0.411187571,394.1587792,29476.38943,1.052079403,0.296206129,0.740447036,1.36371177,1
